policy_id,customer_age,region_code,region_density,subscription_length,property_age,property_value,property_type,coverage_amount,claim_date,claim_type,claim_amount,deductible_met,year,month,year_month
POL050209,54,C3,4076,2.4,20,263000,Single-Family,238000,2022-12-03,Water Damage,10632.13,True,2022,12,2022-12
POL013258,43,C19,27742,0.4,42,388000,Single-Family,349000,2022-12-21,Water Damage,8902.34,True,2022,12,2022-12
POL037722,43,C5,34738,1.7,17,582000,Townhouse,557000,2022-12-03,Theft,3811.22,True,2022,12,2022-12
POL020523,54,C14,7788,10.9,53,230000,Single-Family,186000,2022-12-10,Water Damage,7505.41,True,2022,12,2022-12
POL024556,58,C10,73430,3.9,41,551000,Single-Family,458000,2022-12-11,Theft,1949.98,True,2022,12,2022-12
POL000393,35,C3,4076,4.8,22,330000,Single-Family,299000,2022-12-17,Theft,2307.67,True,2022,12,2022-12
POL035225,52,C13,5410,1.0,37,235000,Condo,221000,2022-12-14,Liability,9238.51,True,2022,12,2022-12
POL037147,45,C8,8794,10.6,29,287000,Single-Family,261000,2022-12-25,Liability,7987.35,True,2022,12,2022-12
POL011158,45,C14,7788,11.1,28,252000,Townhouse,241000,2022-12-05,Wind/Hail,4853.1,True,2022,12,2022-12
POL030094,50,C8,8794,12.4,4,511000,Townhouse,412000,2023-01-21,Liability,18428.91,True,2023,1,2023-01
POL007831,43,C8,8794,11.4,45,409000,Condo,387000,2023-01-05,Water Damage,11361.04,True,2023,1,2023-01
POL010096,43,C8,8794,11.5,34,421000,Single-Family,371000,2023-01-13,Theft,2287.16,True,2023,1,2023-01
POL009709,44,C14,7788,5.0,25,167000,Condo,143000,2023-01-24,Theft,1269.99,True,2023,1,2023-01
POL046989,48,C8,8794,2.0,34,276000,Single-Family,269000,2023-01-01,Liability,9678.26,True,2023,1,2023-01
POL037270,51,C13,5410,1.6,27,237000,Townhouse,205000,2023-01-11,Fire (Non-Wildfire),23799.96,True,2023,1,2023-01
POL005729,38,C3,4076,9.9,15,420000,Condo,393000,2023-01-02,Liability,19723.59,True,2023,1,2023-01
POL018772,49,C5,34738,5.7,1,327000,Townhouse,283000,2023-01-24,Water Damage,4187.33,True,2023,1,2023-01
POL027864,49,C8,8794,12.5,1,282000,Duplex,239000,2023-01-27,Theft,3239.4,True,2023,1,2023-01
POL055679,50,C2,27003,3.2,32,631000,Townhouse,598000,2023-01-13,Water Damage,7542.19,True,2023,1,2023-01
POL032094,44,C18,35036,3.0,7,588000,Single-Family,587000,2023-01-25,Theft,3346.14,True,2023,1,2023-01
POL036315,45,C3,4076,10.1,35,142000,Single-Family,117000,2023-01-22,Water Damage,7478.99,True,2023,1,2023-01
POL024436,50,C3,4076,4.8,16,309000,Single-Family,283000,2023-01-13,Water Damage,12568.36,True,2023,1,2023-01
POL032286,43,C17,65567,0.5,20,607000,Condo,502000,2023-01-27,Theft,2960.28,True,2023,1,2023-01
POL027334,35,C5,34738,9.7,34,406000,Single-Family,361000,2023-01-25,Theft,2205.47,True,2023,1,2023-01
POL051835,39,C8,8794,0.1,15,422000,Condo,352000,2023-01-14,Water Damage,2166.97,True,2023,1,2023-01
POL003997,50,C2,27003,4.5,20,495000,Single-Family,480000,2023-01-03,Wind/Hail,500.0,False,2023,1,2023-01
POL024643,44,C8,8794,11.5,36,308000,Single-Family,298000,2023-01-26,Water Damage,8448.6,True,2023,1,2023-01
POL037366,59,C3,4076,0.1,33,403000,Duplex,388000,2023-01-22,Fire (Non-Wildfire),20806.41,True,2023,1,2023-01
POL049517,60,C2,27003,12.4,33,564000,Single-Family,519000,2023-01-17,Theft,3175.43,True,2023,1,2023-01
POL032052,36,C9,17804,1.8,28,419000,Single-Family,347000,2023-01-23,Water Damage,12166.35,True,2023,1,2023-01
POL056371,41,C8,8794,10.1,30,237000,Single-Family,214000,2023-01-10,Liability,22339.6,True,2023,1,2023-01
POL036182,58,C2,27003,12.5,34,265000,Single-Family,262000,2023-01-05,Liability,5024.19,True,2023,1,2023-01
POL046088,46,C2,27003,3.5,20,583000,Condo,511000,2023-01-17,Theft,5103.65,True,2023,1,2023-01
POL056166,45,C6,13051,4.8,6,396000,Condo,330000,2023-01-06,Liability,9927.58,True,2023,1,2023-01
POL035828,48,C9,17804,11.6,56,369000,Single-Family,324000,2023-01-18,Water Damage,9631.72,True,2023,1,2023-01
POL033042,53,C8,8794,10.9,17,226000,Single-Family,198000,2023-01-16,Water Damage,13947.51,True,2023,1,2023-01
POL007493,41,C10,73430,0.8,11,588000,Single-Family,579000,2023-01-03,Fire (Non-Wildfire),34108.79,True,2023,1,2023-01
POL033098,37,C1,4990,2.8,32,391000,Single-Family,361000,2023-01-24,Wind/Hail,3906.77,True,2023,1,2023-01
POL057291,46,C13,5410,10.1,36,282000,Single-Family,229000,2023-01-15,Liability,21686.45,True,2023,1,2023-01
POL018452,39,C2,27003,3.0,30,378000,Single-Family,305000,2023-01-02,Liability,9744.05,True,2023,1,2023-01
POL043336,50,C2,27003,11.1,13,518000,Single-Family,497000,2023-01-18,Water Damage,4167.89,True,2023,1,2023-01
POL042930,46,C8,8794,12.5,5,464000,Single-Family,410000,2023-01-13,Theft,1951.91,True,2023,1,2023-01
POL055222,49,C7,6112,6.4,26,345000,Single-Family,282000,2023-01-14,Liability,12266.19,True,2023,1,2023-01
POL026991,44,C8,8794,10.1,12,408000,Condo,389000,2023-01-23,Wind/Hail,9747.74,True,2023,1,2023-01
POL038031,43,C3,4076,0.8,53,232000,Single-Family,191000,2023-01-20,Water Damage,5379.81,True,2023,1,2023-01
POL000585,53,C9,17804,10.6,1,229000,Single-Family,203000,2023-01-12,Liability,15335.84,True,2023,1,2023-01
POL035268,56,C3,4076,3.0,18,277000,Single-Family,248000,2023-01-14,Theft,2328.18,True,2023,1,2023-01
POL029032,58,C8,8794,0.3,43,209000,Single-Family,193000,2023-01-07,Wind/Hail,11629.97,True,2023,1,2023-01
POL051368,41,C17,65567,0.1,28,595000,Single-Family,485000,2023-01-13,Liability,12990.76,True,2023,1,2023-01
POL041143,35,C3,4076,0.8,49,318000,Townhouse,289000,2023-01-05,Water Damage,9811.49,True,2023,1,2023-01
POL055124,45,C2,27003,8.9,32,422000,Single-Family,413000,2023-01-21,Theft,4461.99,True,2023,1,2023-01
POL051694,47,C13,5410,0.0,15,257000,Single-Family,209000,2023-01-20,Liability,13521.55,True,2023,1,2023-01
POL049057,39,C8,8794,10.6,6,312000,Single-Family,255000,2023-01-12,Theft,2585.44,True,2023,1,2023-01
POL024393,54,C15,290,6.3,17,289000,Townhouse,276000,2023-02-08,Wind/Hail,7347.87,True,2023,2,2023-02
POL007687,43,C12,34791,0.4,38,301000,Single-Family,288000,2023-02-15,Water Damage,13237.44,True,2023,2,2023-02
POL037275,57,C3,4076,8.0,48,270000,Single-Family,237000,2023-02-23,Liability,11459.05,True,2023,2,2023-02
POL010924,37,C15,290,9.2,14,249000,Single-Family,243000,2023-02-03,Water Damage,9373.89,True,2023,2,2023-02
POL027470,39,C13,5410,2.9,41,311000,Single-Family,264000,2023-02-24,Water Damage,8839.0,True,2023,2,2023-02
POL008466,49,C8,8794,2.7,45,312000,Single-Family,260000,2023-02-28,Wind/Hail,3335.42,True,2023,2,2023-02
POL023465,37,C15,290,1.3,30,322000,Condo,267000,2023-02-24,Liability,13727.22,True,2023,2,2023-02
POL036261,46,C8,8794,6.1,38,467000,Townhouse,442000,2023-02-05,Theft,2960.07,True,2023,2,2023-02
POL021738,40,C1,4990,1.1,47,157000,Single-Family,154000,2023-02-06,Liability,17404.23,True,2023,2,2023-02
POL033040,43,C8,8794,0.7,54,167000,Single-Family,148000,2023-02-05,Water Damage,9712.26,True,2023,2,2023-02
POL024058,54,C3,4076,0.2,39,247000,Townhouse,234000,2023-02-14,Water Damage,1272.63,True,2023,2,2023-02
POL015937,58,C2,27003,10.1,58,379000,Single-Family,353000,2023-02-23,Water Damage,9819.47,True,2023,2,2023-02
POL014479,48,C8,8794,5.4,19,164000,Duplex,151000,2023-02-27,Water Damage,3126.21,True,2023,2,2023-02
POL040676,39,C8,8794,10.5,4,524000,Single-Family,520000,2023-02-11,Theft,3815.61,True,2023,2,2023-02
POL000180,36,C11,6108,1.9,45,487000,Single-Family,455000,2023-02-15,Water Damage,2358.25,True,2023,2,2023-02
POL051279,45,C5,34738,0.3,41,325000,Single-Family,294000,2023-02-27,Wind/Hail,3965.18,True,2023,2,2023-02
POL031418,35,C9,17804,8.7,23,449000,Townhouse,373000,2023-02-14,Water Damage,5486.1,True,2023,2,2023-02
POL030406,53,C2,27003,0.3,58,359000,Condo,354000,2023-02-15,Water Damage,5308.41,True,2023,2,2023-02
POL055787,41,C2,27003,2.4,3,481000,Townhouse,429000,2023-02-04,Other,2621.48,True,2023,2,2023-02
POL008843,45,C3,4076,4.8,28,294000,Single-Family,280000,2023-02-12,Water Damage,8427.45,True,2023,2,2023-02
POL011654,36,C5,34738,9.5,18,317000,Townhouse,292000,2023-02-20,Water Damage,10763.28,True,2023,2,2023-02
POL024084,43,C5,34738,4.8,7,520000,Single-Family,506000,2023-02-01,Theft,916.72,False,2023,2,2023-02
POL034032,41,C8,8794,0.9,31,450000,Condo,394000,2023-02-03,Water Damage,9537.78,True,2023,2,2023-02
POL014733,53,C10,73430,4.9,2,579000,Single-Family,511000,2023-02-03,Water Damage,8802.27,True,2023,2,2023-02
POL017446,36,C10,73430,2.8,45,485000,Condo,391000,2023-02-14,Liability,14498.92,True,2023,2,2023-02
POL001765,52,C21,3264,4.2,19,224000,Duplex,214000,2023-02-12,Theft,2841.26,True,2023,2,2023-02
POL023481,57,C5,34738,8.9,12,526000,Townhouse,501000,2023-02-13,Wind/Hail,3343.14,True,2023,2,2023-02
POL028401,49,C5,34738,0.8,4,538000,Condo,457000,2023-02-21,Liability,10631.74,True,2023,2,2023-02
POL037428,47,C2,27003,10.7,15,139000,Single-Family,130000,2023-02-19,Theft,2603.66,True,2023,2,2023-02
POL012108,45,C5,34738,2.4,19,542000,Single-Family,454000,2023-02-03,Water Damage,9135.6,True,2023,2,2023-02
POL011696,39,C8,8794,12.4,46,338000,Duplex,314000,2023-02-16,Theft,1065.9,True,2023,2,2023-02
POL047641,35,C8,8794,12.0,27,150000,Condo,133000,2023-02-01,Theft,2915.51,True,2023,2,2023-02
POL002088,41,C2,27003,0.3,42,334000,Townhouse,306000,2023-02-04,Fire (Non-Wildfire),26834.22,True,2023,2,2023-02
POL046725,45,C2,27003,0.6,48,244000,Single-Family,212000,2023-02-04,Water Damage,5291.13,True,2023,2,2023-02
POL031702,40,C8,8794,0.1,36,323000,Single-Family,302000,2023-02-01,Liability,11841.02,True,2023,2,2023-02
POL053594,54,C10,73430,10.2,49,538000,Condo,502000,2023-02-27,Other,1895.25,True,2023,2,2023-02
POL019863,37,C8,8794,1.4,20,325000,Single-Family,308000,2023-02-24,Water Damage,7298.45,True,2023,2,2023-02
POL017882,57,C5,34738,9.7,56,229000,Single-Family,226000,2023-02-10,Water Damage,8455.99,True,2023,2,2023-02
POL050184,58,C8,8794,6.0,14,367000,Single-Family,323000,2023-02-22,Theft,1501.23,True,2023,2,2023-02
POL041796,61,C3,4076,8.6,39,313000,Single-Family,307000,2023-02-12,Liability,4958.58,True,2023,2,2023-02
POL014252,45,C9,17804,0.8,1,405000,Single-Family,344000,2023-02-09,Water Damage,9340.08,True,2023,2,2023-02
POL016558,38,C7,6112,2.2,22,284000,Duplex,244000,2023-03-10,Liability,8442.08,True,2023,3,2023-03
POL026903,47,C7,6112,5.5,26,159000,Single-Family,158000,2023-03-24,Wind/Hail,5137.12,True,2023,3,2023-03
POL012343,38,C2,27003,11.3,15,169000,Single-Family,140000,2023-03-01,Water Damage,8671.03,True,2023,3,2023-03
POL005370,44,C2,27003,12.2,28,384000,Single-Family,330000,2023-03-22,Water Damage,9337.44,True,2023,3,2023-03
POL031809,46,C1,4990,4.1,16,287000,Single-Family,261000,2023-03-27,Wind/Hail,5901.74,True,2023,3,2023-03
POL003519,61,C8,8794,7.1,29,295000,Single-Family,254000,2023-03-20,Other,4418.45,True,2023,3,2023-03
POL034956,39,C10,73430,3.1,51,378000,Single-Family,352000,2023-03-28,Other,2629.17,True,2023,3,2023-03
POL017347,37,C5,34738,0.1,19,299000,Single-Family,274000,2023-03-01,Theft,5240.08,True,2023,3,2023-03
POL043700,45,C3,4076,3.0,21,354000,Single-Family,300000,2023-03-10,Other,1459.58,True,2023,3,2023-03
POL004818,53,C5,34738,5.5,1,360000,Townhouse,334000,2023-03-14,Liability,11774.89,True,2023,3,2023-03
POL034579,48,C5,34738,0.9,18,281000,Single-Family,271000,2023-03-08,Other,3340.9,True,2023,3,2023-03
POL023521,39,C11,6108,7.7,31,238000,Single-Family,192000,2023-03-20,Water Damage,10340.75,True,2023,3,2023-03
POL050954,45,C21,3264,1.4,30,249000,Single-Family,232000,2023-03-09,Water Damage,3598.0,True,2023,3,2023-03
POL033549,49,C5,34738,5.8,19,498000,Single-Family,417000,2023-03-14,Wind/Hail,5873.39,True,2023,3,2023-03
POL021218,46,C13,5410,6.5,1,319000,Single-Family,289000,2023-03-09,Water Damage,1487.56,True,2023,3,2023-03
POL037628,39,C8,8794,1.5,55,328000,Single-Family,322000,2023-03-01,Theft,1802.27,True,2023,3,2023-03
POL053100,58,C8,8794,4.4,25,502000,Condo,423000,2023-03-03,Theft,2705.64,True,2023,3,2023-03
POL032477,42,C8,8794,9.6,28,243000,Single-Family,237000,2023-03-10,Liability,2016.11,True,2023,3,2023-03
POL049434,36,C5,34738,6.0,28,365000,Single-Family,352000,2023-03-12,Theft,500.0,False,2023,3,2023-03
POL033346,37,C8,8794,10.9,25,378000,Single-Family,367000,2023-03-09,Wind/Hail,3698.34,True,2023,3,2023-03
POL028300,58,C19,27742,0.0,7,379000,Single-Family,353000,2023-03-25,Water Damage,6321.24,True,2023,3,2023-03
POL051083,49,C8,8794,1.8,59,325000,Single-Family,286000,2023-03-18,Water Damage,9861.33,True,2023,3,2023-03
POL032729,39,C10,73430,5.1,15,466000,Single-Family,378000,2023-03-05,Liability,5155.6,True,2023,3,2023-03
POL046422,43,C14,7788,4.0,1,175000,Single-Family,168000,2023-03-26,Theft,2536.43,True,2023,3,2023-03
POL032572,44,C19,27742,10.4,28,211000,Condo,185000,2023-03-28,Theft,2029.75,True,2023,3,2023-03
POL040665,44,C5,34738,7.4,28,438000,Single-Family,438000,2023-03-15,Wind/Hail,8341.71,True,2023,3,2023-03
POL041628,54,C13,5410,7.3,58,169000,Single-Family,147000,2023-03-27,Fire (Non-Wildfire),27034.1,True,2023,3,2023-03
POL033501,44,C3,4076,11.0,40,451000,Single-Family,382000,2023-03-03,Water Damage,10687.92,True,2023,3,2023-03
POL057991,50,C5,34738,6.7,27,431000,Single-Family,360000,2023-03-18,Theft,2762.27,True,2023,3,2023-03
POL043040,40,C5,34738,5.7,15,423000,Single-Family,339000,2023-03-16,Liability,16517.36,True,2023,3,2023-03
POL045883,47,C8,8794,2.8,47,222000,Single-Family,204000,2023-03-09,Liability,4150.83,True,2023,3,2023-03
POL024873,47,C5,34738,0.9,1,727000,Condo,655000,2023-03-11,Wind/Hail,5689.75,True,2023,3,2023-03
POL008434,43,C5,34738,5.0,38,426000,Single-Family,396000,2023-03-17,Water Damage,9859.76,True,2023,3,2023-03
POL026675,50,C5,34738,5.8,5,163000,Townhouse,149000,2023-03-28,Wind/Hail,10088.9,True,2023,3,2023-03
POL017007,39,C15,290,4.8,44,268000,Townhouse,226000,2023-03-10,Water Damage,6585.5,True,2023,3,2023-03
POL043628,38,C2,27003,3.1,9,399000,Condo,390000,2023-03-21,Water Damage,13703.31,True,2023,3,2023-03
POL028202,44,C10,73430,0.9,25,551000,Single-Family,494000,2023-03-26,Theft,2998.64,True,2023,3,2023-03
POL001593,40,C5,34738,5.8,48,384000,Single-Family,339000,2023-03-08,Wind/Hail,4757.67,True,2023,3,2023-03
POL037348,39,C8,8794,11.7,35,181000,Condo,162000,2023-03-18,Theft,3509.14,True,2023,3,2023-03
POL053538,44,C15,290,4.0,26,265000,Single-Family,250000,2023-03-13,Theft,3258.06,True,2023,3,2023-03
POL042355,55,C14,7788,2.9,27,247000,Townhouse,239000,2023-03-10,Liability,16389.03,True,2023,3,2023-03
POL027552,49,C5,34738,1.0,18,328000,Single-Family,279000,2023-03-24,Other,1906.16,True,2023,3,2023-03
POL026991,44,C8,8794,10.1,12,408000,Condo,389000,2023-03-22,Water Damage,7032.35,True,2023,3,2023-03
POL029762,50,C13,5410,0.9,55,304000,Townhouse,259000,2023-03-08,Liability,12473.92,True,2023,3,2023-03
POL000296,48,C2,27003,7.8,47,466000,Single-Family,466000,2023-03-14,Water Damage,12680.14,True,2023,3,2023-03
POL015443,44,C3,4076,4.1,37,240000,Townhouse,213000,2023-03-14,Liability,19504.06,True,2023,3,2023-03
POL052037,41,C9,17804,0.3,24,392000,Single-Family,383000,2023-04-01,Water Damage,12836.49,True,2023,4,2023-04
POL002934,61,C7,6112,10.6,26,315000,Townhouse,315000,2023-04-27,Liability,15193.16,True,2023,4,2023-04
POL028416,36,C15,290,3.9,12,100000,Condo,83000,2023-04-03,Water Damage,6844.31,True,2023,4,2023-04
POL044359,36,C8,8794,10.1,1,342000,Single-Family,291000,2023-04-20,Liability,18629.68,True,2023,4,2023-04
POL019594,50,C2,27003,3.2,43,361000,Condo,331000,2023-04-04,Water Damage,8058.39,True,2023,4,2023-04
POL042190,41,C14,7788,9.8,55,272000,Condo,247000,2023-04-07,Water Damage,8928.41,True,2023,4,2023-04
POL006240,35,C13,5410,4.1,8,472000,Single-Family,410000,2023-04-18,Liability,13954.81,True,2023,4,2023-04
POL021263,43,C15,290,0.1,20,260000,Single-Family,226000,2023-04-02,Other,2198.24,True,2023,4,2023-04
POL042597,40,C3,4076,10.6,32,415000,Single-Family,360000,2023-04-13,Theft,2574.72,True,2023,4,2023-04
POL013110,43,C8,8794,6.3,24,222000,Single-Family,221000,2023-04-08,Fire (Non-Wildfire),17409.4,True,2023,4,2023-04
POL008517,38,C5,34738,4.7,35,362000,Condo,354000,2023-04-23,Water Damage,8745.52,True,2023,4,2023-04
POL035114,53,C5,34738,11.9,24,560000,Single-Family,516000,2023-04-09,Water Damage,5547.5,True,2023,4,2023-04
POL056059,42,C8,8794,11.9,17,307000,Single-Family,268000,2023-04-16,Wind/Hail,4079.03,True,2023,4,2023-04
POL053893,50,C2,27003,11.9,8,344000,Single-Family,325000,2023-04-15,Other,1420.12,True,2023,4,2023-04
POL012780,53,C1,4990,6.7,43,430000,Single-Family,413000,2023-04-24,Water Damage,6126.4,True,2023,4,2023-04
POL047429,41,C12,34791,11.5,23,314000,Single-Family,279000,2023-04-15,Liability,8478.95,True,2023,4,2023-04
POL055424,50,C3,4076,3.5,1,372000,Single-Family,365000,2023-04-11,Theft,2383.71,True,2023,4,2023-04
POL008252,35,C9,17804,12.3,47,429000,Single-Family,385000,2023-04-20,Water Damage,5314.82,True,2023,4,2023-04
POL008844,44,C1,4990,0.9,7,251000,Single-Family,204000,2023-04-10,Water Damage,5655.73,True,2023,4,2023-04
POL044773,41,C5,34738,2.1,27,510000,Townhouse,417000,2023-04-19,Water Damage,16898.31,True,2023,4,2023-04
POL023797,36,C8,8794,5.5,36,218000,Single-Family,211000,2023-04-15,Liability,17828.42,True,2023,4,2023-04
POL024918,35,C3,4076,4.1,24,306000,Single-Family,256000,2023-04-05,Water Damage,6227.54,True,2023,4,2023-04
POL034258,45,C2,27003,12.5,19,513000,Single-Family,489000,2023-04-10,Water Damage,9314.78,True,2023,4,2023-04
POL014040,46,C8,8794,3.5,23,280000,Single-Family,245000,2023-04-24,Water Damage,10847.56,True,2023,4,2023-04
POL003961,38,C11,6108,4.3,31,333000,Single-Family,318000,2023-04-17,Water Damage,6358.71,True,2023,4,2023-04
POL025229,37,C7,6112,0.9,25,320000,Single-Family,271000,2023-04-23,Water Damage,6145.85,True,2023,4,2023-04
POL013170,48,C8,8794,7.4,25,260000,Single-Family,257000,2023-04-19,Water Damage,5356.49,True,2023,4,2023-04
POL001082,42,C5,34738,0.6,21,439000,Single-Family,424000,2023-04-15,Water Damage,7114.26,True,2023,4,2023-04
POL044643,47,C5,34738,5.2,42,406000,Single-Family,336000,2023-04-28,Water Damage,8217.01,True,2023,4,2023-04
POL036933,40,C7,6112,1.6,18,250000,Single-Family,230000,2023-04-10,Liability,12865.54,True,2023,4,2023-04
POL008747,48,C2,27003,4.8,13,468000,Townhouse,443000,2023-04-14,Fire (Non-Wildfire),32756.93,True,2023,4,2023-04
POL051177,46,C5,34738,8.8,37,496000,Townhouse,459000,2023-04-24,Wind/Hail,3787.92,True,2023,4,2023-04
POL047769,35,C13,5410,1.0,25,323000,Single-Family,262000,2023-04-10,Water Damage,9064.48,True,2023,4,2023-04
POL032597,40,C4,21622,1.1,35,445000,Single-Family,385000,2023-04-14,Theft,2901.78,True,2023,4,2023-04
POL056011,38,C9,17804,5.5,23,362000,Single-Family,351000,2023-04-21,Water Damage,6875.77,True,2023,4,2023-04
POL037653,39,C8,8794,3.1,14,209000,Townhouse,175000,2023-04-27,Liability,10513.88,True,2023,4,2023-04
POL013617,41,C3,4076,1.4,8,362000,Condo,354000,2023-04-26,Water Damage,7431.2,True,2023,4,2023-04
POL035938,42,C22,16733,5.4,18,424000,Townhouse,408000,2023-04-15,Wind/Hail,9726.77,True,2023,4,2023-04
POL002967,36,C13,5410,2.1,21,305000,Single-Family,264000,2023-04-20,Water Damage,6525.64,True,2023,4,2023-04
POL039010,40,C3,4076,1.8,18,378000,Single-Family,314000,2023-04-14,Wind/Hail,6094.92,True,2023,4,2023-04
POL028877,39,C1,4990,6.8,26,237000,Condo,199000,2023-05-25,Theft,2356.16,True,2023,5,2023-05
POL022679,49,C13,5410,0.8,44,235000,Single-Family,216000,2023-05-15,Water Damage,11770.34,True,2023,5,2023-05
POL009378,39,C5,34738,5.2,28,479000,Single-Family,419000,2023-05-13,Wind/Hail,3361.17,True,2023,5,2023-05
POL054587,45,C3,4076,10.5,18,324000,Single-Family,268000,2023-05-07,Water Damage,10371.12,True,2023,5,2023-05
POL013382,41,C14,7788,5.2,29,429000,Single-Family,398000,2023-05-14,Wind/Hail,8638.17,True,2023,5,2023-05
POL004812,43,C5,34738,5.9,6,395000,Townhouse,324000,2023-05-09,Theft,2932.29,True,2023,5,2023-05
POL002775,47,C9,17804,0.7,25,349000,Single-Family,312000,2023-05-28,Water Damage,6364.39,True,2023,5,2023-05
POL014107,37,C3,4076,0.5,7,353000,Condo,311000,2023-05-05,Fire (Non-Wildfire),18382.69,True,2023,5,2023-05
POL007695,50,C3,4076,5.7,11,299000,Single-Family,248000,2023-05-14,Fire (Non-Wildfire),20519.33,True,2023,5,2023-05
POL001454,41,C3,4076,0.9,33,401000,Single-Family,354000,2023-05-09,Water Damage,4655.24,True,2023,5,2023-05
POL013179,58,C8,8794,8.9,17,229000,Single-Family,227000,2023-05-07,Theft,1719.28,True,2023,5,2023-05
POL055696,58,C7,6112,10.2,19,290000,Single-Family,271000,2023-05-24,Water Damage,10513.85,True,2023,5,2023-05
POL048001,54,C2,27003,11.4,30,561000,Single-Family,452000,2023-05-27,Theft,2379.81,True,2023,5,2023-05
POL027304,54,C14,7788,11.7,12,438000,Condo,435000,2023-05-24,Theft,4101.63,True,2023,5,2023-05
POL017460,38,C10,73430,5.4,11,766000,Single-Family,719000,2023-05-24,Water Damage,10659.24,True,2023,5,2023-05
POL038977,53,C5,34738,6.6,7,351000,Single-Family,307000,2023-05-27,Water Damage,6289.94,True,2023,5,2023-05
POL010670,36,C11,6108,2.6,16,331000,Single-Family,273000,2023-05-12,Water Damage,11036.03,True,2023,5,2023-05
POL003895,48,C8,8794,11.6,1,230000,Single-Family,198000,2023-05-17,Water Damage,7727.08,True,2023,5,2023-05
POL041684,56,C2,27003,0.6,37,527000,Duplex,520000,2023-05-19,Theft,3400.61,True,2023,5,2023-05
POL005218,48,C5,34738,3.5,14,321000,Single-Family,266000,2023-05-07,Fire (Non-Wildfire),12601.3,True,2023,5,2023-05
POL038010,50,C8,8794,0.9,20,235000,Single-Family,211000,2023-05-06,Water Damage,11163.82,True,2023,5,2023-05
POL023656,39,C2,27003,5.2,17,445000,Single-Family,364000,2023-05-18,Theft,2187.61,True,2023,5,2023-05
POL050344,37,C14,7788,10.6,35,364000,Single-Family,359000,2023-05-06,Fire (Non-Wildfire),21186.63,True,2023,5,2023-05
POL053012,43,C3,4076,0.9,16,392000,Condo,336000,2023-05-12,Wind/Hail,7033.19,True,2023,5,2023-05
POL018610,40,C8,8794,0.9,20,327000,Single-Family,308000,2023-05-04,Water Damage,9045.51,True,2023,5,2023-05
POL029334,48,C8,8794,12.1,1,483000,Single-Family,449000,2023-05-25,Liability,21867.5,True,2023,5,2023-05
POL027823,40,C12,34791,0.1,11,538000,Single-Family,469000,2023-05-27,Theft,2022.16,True,2023,5,2023-05
POL020185,60,C2,27003,10.3,8,482000,Townhouse,407000,2023-05-01,Water Damage,7511.95,True,2023,5,2023-05
POL043105,41,C5,34738,3.9,28,460000,Townhouse,372000,2023-05-06,Water Damage,8941.78,True,2023,5,2023-05
POL013661,59,C16,16206,6.6,1,459000,Townhouse,414000,2023-05-27,Water Damage,11737.24,True,2023,5,2023-05
POL037048,36,C8,8794,2.3,41,205000,Single-Family,189000,2023-05-14,Liability,11763.48,True,2023,5,2023-05
POL044403,52,C5,34738,5.9,27,299000,Single-Family,251000,2023-05-23,Water Damage,8806.16,True,2023,5,2023-05
POL056190,39,C8,8794,11.7,19,271000,Single-Family,228000,2023-05-16,Water Damage,9940.43,True,2023,5,2023-05
POL048116,48,C8,8794,0.0,3,532000,Condo,505000,2023-05-28,Water Damage,12906.0,True,2023,5,2023-05
POL049837,40,C3,4076,0.7,19,285000,Duplex,251000,2023-05-22,Fire (Non-Wildfire),20363.72,True,2023,5,2023-05
POL018834,47,C13,5410,11.3,13,493000,Single-Family,490000,2023-05-05,Wind/Hail,4344.38,True,2023,5,2023-05
POL030411,57,C5,34738,10.4,1,359000,Townhouse,326000,2023-06-24,Water Damage,13829.34,True,2023,6,2023-06
POL057416,41,C14,7788,7.7,37,280000,Condo,243000,2023-06-08,Wind/Hail,9143.55,True,2023,6,2023-06
POL020496,49,C2,27003,4.5,15,201000,Single-Family,200000,2023-06-03,Theft,3258.36,True,2023,6,2023-06
POL034250,36,C21,3264,3.6,30,373000,Single-Family,327000,2023-06-02,Liability,11731.26,True,2023,6,2023-06
POL000097,37,C8,8794,0.9,47,272000,Single-Family,237000,2023-06-28,Water Damage,8147.59,True,2023,6,2023-06
POL050779,43,C2,27003,7.9,31,368000,Single-Family,329000,2023-06-12,Water Damage,8758.69,True,2023,6,2023-06
POL014098,45,C2,27003,7.3,5,104000,Townhouse,85000,2023-06-11,Theft,3292.85,True,2023,6,2023-06
POL023947,56,C8,8794,10.3,3,287000,Condo,250000,2023-06-13,Theft,1875.89,True,2023,6,2023-06
POL001719,36,C2,27003,9.2,13,356000,Single-Family,306000,2023-06-02,Theft,2044.05,True,2023,6,2023-06
POL031930,54,C19,27742,9.1,25,418000,Single-Family,356000,2023-06-03,Theft,3274.22,True,2023,6,2023-06
POL002473,58,C2,27003,1.4,6,488000,Single-Family,397000,2023-06-10,Theft,2669.31,True,2023,6,2023-06
POL003731,52,C3,4076,9.8,55,198000,Single-Family,181000,2023-06-16,Liability,2219.83,True,2023,6,2023-06
POL020436,35,C6,13051,0.0,16,366000,Single-Family,323000,2023-06-24,Water Damage,6863.14,True,2023,6,2023-06
POL029209,43,C5,34738,2.6,7,413000,Single-Family,384000,2023-06-21,Water Damage,5342.9,True,2023,6,2023-06
